TipoOperadora|Operadora|Código|GrupoEconomico|Ano|Receita|DespAdmin|DespAssist|ResseguroCedido
Cooperativa Médica|346942-UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG|346942||2009|0|0|NA|0
Cooperativa Médica|346942-UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG|346942||2010|0|0|NA|0
Cooperativa Médica|346942-UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG|346942||2011|0|0|NA|0
Cooperativa Médica|346942-UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG|346942||2012|0|0|NA|0
Cooperativa Médica|346942-UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG|346942||2013|0|0|NA|0
Cooperativa Médica|346942-UNIMED INTRAFEDERATIVA FED UNIMEDS TRIANG|346942||2014|0|0|NA|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2001|3743922|806182|3004565|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2002|4093458|970086|3357553|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2003|4830240|1122164|4223355|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2004|5674774|1160711|4879940|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2005|5295121|1225138|3595694|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2006|6891319|1427117|4277523|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2007|7797835|1546710|5288272|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2008|8448146|1544112|5718666|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2009|9847807|1759817|6881548|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2010|11471327|2114985|8422241|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2011|12540888|2313110|8950766|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2012|14413092|2298122|11039442|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2013|16828317|2529130|13564353|0
Cooperativa Médica|346951-UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉD|346951||2014|19488028|2831185|15942004|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2001|5016144|1529769|4435870|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2002|6006891|1590733|5372099|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2003|7382349|1923851|6097235|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2004|9301858|2260524|7031122|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2005|10642522|2582335|8320456|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2006|12433109|2968019|9977287|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2007|16065264|2997721|10241663|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2008|18455004|3692695|13343828|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2009|19691334|3688035|14327881|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2010|21153453|3862854|14501920|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2011|23098617|4145598|17304512|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2012|25884661|4473523|19626714|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2013|26592762|5528393|18231515|0
Cooperativa Médica|347108-UNIMED DE BARRETOS COOPERATIVA DE TRABALHO|347108||2014|30053999|4813449|21143555|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2001|6160638|1014101|5054571|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2002|8602293|1242018|7293247|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2003|9476090|1433076|7628269|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2004|11516117|1260591|10294577|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2005|9911430|1648210|6396990|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2006|10936222|2274651|8060010|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2007|11535316|2577990|9051817|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2008|12713916|2780812|9686730|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2009|14009789|2537740|11009458|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2010|15635480|2567266|11661140|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2011|19637427|3154318|17249502|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2012|21733707|2948276|18883657|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2013|25227160|4913618|21528357|0
Cooperativa Médica|347230-UNIMED ILHEUS COOPERATIVA DE TRABALHO MEDI|347230||2014|27233857|3855519|25400778|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2001|12378709|2174407|11039699|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2002|14055194|2598551|12288043|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2003|17371113|3237962|14553698|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2004|30835498|4884317|24887466|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2005|0|0|0|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2006|92889131|10664124|71455601|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2007|155525754|30227701|110499926|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2008|213648108|31387391|173038310|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2009|217908958|32084995|182955243|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2010|193247399|21673304|178685913|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2011|216912221|20830160|180352938|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2012|233556688|22702748|195942455|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2013|185979946|37376363|197808333|0
Cooperativa Médica|347361-UNIMED FEDERAÇÃO INTERFEDERATIVA DAS COOPE|347361||2014|33305371|10374600|25417880|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2001|5768078|1457186|3308874|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2002|6699630|1819073|4377255|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2003|13517432|1589785|6693248|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2004|9563095|2222982|7317222|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2005|13058811|3781964|9371630|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2006|15491595|4347150|11208784|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2007|14071831|4102419|10401645|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2008|14924590|5996033|5945611|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2009|19451348|6819678|15041371|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2010|23852572|7765034|18052099|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2011|45985113|8414287|38682493|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2012|65234696|9464172|53105213|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2013|38377255|9039552|29052106|0
Cooperativa Médica|347507-UNIMED JI PARANÁ COOPERATIVA DE TRABALHO M|347507||2014|44341644|9971349|32772351|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2001|4950081|574359|4735832|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2002|6108329|698920|5067430|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2003|6786263|984444|5716417|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2004|7334219|1063961|6183652|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2005|7708925|1083063|6912890|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2006|8269161|1180604|6969377|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2007|8317116|1651079|6532785|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2008|9430100|1451522|8153147|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2009|10475729|1941450|8773358|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2010|10592199|2116479|10403026|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2011|12464788|2166130|9842462|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2012|13720220|2533028|12382465|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2013|15531502|2576694|13407848|0
Cooperativa Médica|347736-UNIMED CARATINGA - COOPERATIVA DE TRABALHO|347736||2014|17242486|3139775|15494394|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2001|3520709|361533|2593289|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2002|0|0|0|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2003|5450771|717199|3115918|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2004|27715566|5537128|14343690|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2005|27376707|6532234|16218986|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2006|42696973|7942914|29858148|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2007|43078431|22241479|34140064|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2008|48597135|15080541|39646730|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2009|52932597|18968109|32801930|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2010|50290815|17479547|29993877|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2011|50379282|20475216|26886645|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2012|51074654|20618627|28109827|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2013|41008227|21840758|17240688|0
Cooperativa Médica|348066-UNIMED DAS ESTÂNCIAS PAULISTAS OPERADORA D|348066||2014|30174697|10154340|18078092|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2001|24707496|2873193|20428620|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2002|27962818|3411651|23560474|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2003|31277041|3605985|26559539|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2004|35370530|3823984|29822632|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2005|39574086|3703918|34732556|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2006|40408303|5098030|34690741|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2007|45899797|4864647|41012039|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2008|50857902|6771570|42122851|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2009|58587882|8093567|42088999|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2010|72545532|7597389|51393450|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2011|82487605|8355682|56876273|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2012|73491679|10354536|62354427|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2013|80796489|11396194|71185488|0
Cooperativa Médica|348082-UNIMED DE ARARAS COOPERATIVA DE TRABALHO M|348082||2014|90270787|12753657|74357589|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2001|13847951|1421738|11639048|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2002|15876020|1326392|13526825|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2003|17118001|1985966|14074663|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2004|18307488|2959995|15336448|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2005|21500515|3415762|16953882|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2006|23180987|2983831|18988031|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2007|25942298|3519557|19874102|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2008|28598203|4388554|22530559|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2009|31055766|5619116|24551339|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2010|33949408|7049756|25786248|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2011|37644087|7326141|27691799|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2012|42340854|10191825|31701555|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2013|50033622|6822971|38461354|0
Cooperativa Médica|348244-UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO|348244||2014|52260664|6420420|41288241|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2001|2265854|790868|2126361|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2002|2716541|744172|1698308|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2003|3037116|827005|2122590|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2004|3671663|824407|2497529|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2005|4623333|1020243|2933041|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2006|5942974|1175683|4216067|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2007|6629874|1249046|4675946|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2008|7712494|1576503|5823281|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2009|9368327|1779670|6732131|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2010|11687836|3189336|7234948|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2011|13612713|3218376|8064188|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2012|16402047|2267379|11328268|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2013|19700478|2524121|11660455|0
Cooperativa Médica|348261-UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE T|348261||2014|22640171|3029170|13871493|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2001|50145471|23864450|37979983|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2002|56662595|9530974|39825952|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2003|67030802|5809982|47694286|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2004|60224967|7012913|54192583|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2005|67160711|7877324|57077599|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2006|74885138|10049769|61001254|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2007|96058127|10990919|66494074|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2008|93282116|12843943|73252099|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2009|99860189|18850906|85143344|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2010|115933562|20959325|104099976|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2011|130349886|22496846|117319714|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2012|137580696|23495990|121462564|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2013|163087347|29381202|127253798|0
Cooperativa Médica|348295-UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉ|348295||2014|187728256|32570907|133324260|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2001|7357044|1421442|6271431|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2002|8444922|1899447|6390722|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2003|7831466|1851236|6231178|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2004|7825221|2081915|6283372|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2005|1931672|1789229|79010|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2006|9186538|1735480|8006031|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2007|1249569|1364640|236764|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2008|1366750|1705743|229730|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2009|864022|1388620|109518|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2010|1070145|1042039|175496|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2011|1254527|939582|91966|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2012|1227460|989567|77176|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2013|1373740|881214|75540|0
Cooperativa Médica|348406-UNIMED DO RIO GRANDE DO NORTE - FEDERAÇÃO|348406||2014|39664098|4580535|24336280|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2001|12343382|2108432|9211128|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2002|13989179|4000269|10847332|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2003|15371084|3541837|12823492|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2004|15489716|3549072|12857459|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2005|13955074|3557997|10270003|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2006|21753439|4261314|17226198|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2007|0|5083365|28762592|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2008|47313727|6611759|51371880|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2009|12709065|3145146|15207409|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2010|0|0|0|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2011|0|0|0|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2012|0|0|0|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2013|0|0|0|0
Cooperativa Médica|348635-UNIMED DUQUE DE CAXIAS RJ COOPERATIVA DE T|348635||2014|0|0|0|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2001|3478645|638560|2877213|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2002|3942222|754736|2957134|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2003|4504424|774041|3556180|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2004|4914553|964566|3832965|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2005|5468068|1299243|4526750|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2006|6729033|1201060|5498486|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2007|6533217|1523338|4835581|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2008|7045540|1590156|6069424|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2009|7497359|1118211|6282999|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2010|8775965|1073436|6141189|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2011|4651189|1207446|4969352|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2012|0|1219224|0|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2013|0|0|0|0
Cooperativa Médica|348899-UNIMED CENTRO SUL DO CEARÁ - COOPERATIVA D|348899||2014|0|0|0|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2001|3924604|1237097|3427154|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2002|13119478|1539028|8185972|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2003|11964768|1996670|10905107|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2004|14239432|2257374|12300834|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2005|16063660|2473805|11277530|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2006|17309306|2715565|12673624|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2007|17964198|3041411|12269305|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2008|20670196|4287120|13588420|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2009|23380860|4371747|16362948|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2010|26852619|5748603|17850128|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2011|31353650|6488165|19883292|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2012|34321649|7987813|22626835|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2013|37573872|7981113|26876401|0
Cooperativa Médica|349534-UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉ|349534||2014|40178363|7856734|28688268|0
